eoi_code,city,lat,lon,openaq_found,openaq_id,openaq_name
IT2321A,Sacile,45.9575,12.5082,1,6267695.0,Sacile - via Gramsci
IT2322A,Terni,42.5723,12.6789,0,,
IT2323A,Busalla,44.5678,8.949,3,221593.0,IT1026A
IT2324A,Gorizia,45.9365,13.6161,1,2163021.0,Gorizia - via Duca D'Aosta 117
IT2325A,Carlino,45.7956,13.1466,1,6267693.0,Carlino - Bosco Bando
IT2326A,San Giorgio di Nogaro,45.8202,13.2175,1,6267694.0,S.Giorgio di Nogaro - via dell'Istria
IT2327A,Genova,44.4344,8.8925,0,,
IT2333A,Darfo Boario Terme,45.8763,10.1788,1,8270.0,IT1385A
IT2335A,Corleto Perticara,40.3884,16.035,0,,
IT2336A,Gorgoglione,40.4044,16.1191,0,,
IT2337A,Portovenere,44.0645,9.8387,1,221595.0,IT1546A
IT2339A,Genova,44.4044,8.9656,2,221510.0,IT1698A
